customer_no,full_name,phone,email,password_hash,account_iban,currency,balance,card_masked_pan,card_status,tx_type,amount,tx_status,created_at,target_iban,bill_id
CUST-1078,Ivan Bondarenko,+380671000078,ivan.bondarenko78@example.com,70dfb731f9ecfb0c9015b28838281e2a3cde900a791c45532154ddb5a95ed31b,UA000010000000000000000000158,USD,88281.49,**** **** **** 1158,ACTIVE,BILL_PAYMENT,14088.84,COMPLETED,2024-01-01T18:55:00,,BILL-50085
CUST-1004,Olena Bondarenko,+380671000004,olena.bondarenko4@example.com,a417b5dc3d06d15d91c6687e27fc1705ebc56b3b2d813abe03066e5643fe4e74,UA000010000000000000000000009,UAH,40859.51,**** **** **** 1009,BLOCKED,BILL_PAYMENT,3298.18,COMPLETED,2024-01-01T19:02:00,,BILL-50086
CUST-1030,Olena Melnyk,+380671000030,olena.melnyk30@example.com,85fcbe6bf830f23209ea6a932921e8da31a653a24a20cb84e75c4997e505690b,UA000010000000000000000000061,USD,3453.85,**** **** **** 1061,BLOCKED,BILL_PAYMENT,1535.35,FAILED,2024-01-01T19:09:00,,BILL-50087
CUST-1047,Kateryna Koval,+380671000047,kateryna.koval47@example.com,dbb70b94b6b192a1085e8056872daa4eb24002d47c82e88b1323f1a5882567ba,UA000010000000000000000000095,USD,61516.12,**** **** **** 1095,ACTIVE,BILL_PAYMENT,955.22,COMPLETED,2024-01-01T19:16:00,,BILL-50088
CUST-1024,Andrii Tkachuk,+380671000024,andrii.tkachuk24@example.com,cafdc894eacc597ad76db1a750ccb876d4ed69c73b7d3d23f5e3a9e3b5c9fc2e,UA000010000000000000000000049,UAH,1351.02,**** **** **** 1049,ACTIVE,TRANSFER,14237.71,COMPLETED,2024-01-01T19:23:00,UA000010000000000000000000024,
CUST-1084,Olena Shevchenko,+380671000084,olena.shevchenko84@example.com,11ee91bdbb90b967d18e45226bd3bc17d72a85a4486315b3568d070722445fe1,UA000010000000000000000000170,USD,55793.82,**** **** **** 1170,BLOCKED,TRANSFER,9643.48,FAILED,2024-01-01T19:30:00,UA000010000000000000000000006,
CUST-1006,Ivan Shevchenko,+380671000006,ivan.shevchenko6@example.com,5c4950c94a3461441c356afa783f76b83b38fd65f730f291403efbcc798acc1f,UA000010000000000000000000013,UAH,44869.94,**** **** **** 1013,ACTIVE,BILL_PAYMENT,3691.36,PENDING,2024-01-01T19:37:00,,BILL-50091
CUST-1072,Andrii Bondarenko,+380671000072,andrii.bondarenko72@example.com,79db1e22563af60be55a3717827926b76139d2428cbe693eba1643c2798e048d,UA000010000000000000000000145,UAH,70022.11,**** **** **** 1145,BLOCKED,TRANSFER,1075.72,FAILED,2024-01-01T19:44:00,UA000010000000000000000000054,
CUST-1075,Andrii Tkachuk,+380671000075,andrii.tkachuk75@example.com,aaa88f12093ddca8064cdb97bf7635d7cd82c94d264121133f79f24e9b645bf1,UA000010000000000000000000151,UAH,43918.82,**** **** **** 1151,BLOCKED,TRANSFER,12205.14,PENDING,2024-01-01T19:51:00,UA000010000000000000000000085,
CUST-1099,Olena Tkachuk,+380671000099,olena.tkachuk99@example.com,ab2f50fe825bc3a9a8b649f173af23be3a052db9b410fcb0127e50ae9c356ba7,UA000010000000000000000000199,UAH,41443.24,**** **** **** 1199,BLOCKED,TRANSFER,11840.22,FAILED,2024-01-01T19:58:00,UA000010000000000000000000001,
CUST-1035,Andrii Tkachuk,+380671000035,andrii.tkachuk35@example.com,5a66c7ba1398dd71c92a77cc7647c4183e6bf97b227e441bb2674a319b184e63,UA000010000000000000000000071,UAH,12418.83,**** **** **** 1071,BLOCKED,TRANSFER,14813.53,FAILED,2024-01-01T20:05:00,UA000010000000000000000000065,
CUST-1022,Olena Melnyk,+380671000022,olena.melnyk22@example.com,d0f82756c4d40d20e1fdbc90cf4da4adff02fe23b355687525880514642f764e,UA000010000000000000000000045,USD,60878.15,**** **** **** 1045,BLOCKED,TRANSFER,9932.81,PENDING,2024-01-01T20:12:00,UA000010000000000000000000034,
CUST-1001,Andrii Koval,+380671000001,andrii.koval1@example.com,e6c3da5b206634d7f3f3586d747ffdb36b5c675757b380c6a5fe5c570c714349,UA000010000000000000000000004,UAH,54384.16,**** **** **** 1004,BLOCKED,BILL_PAYMENT,11860.27,PENDING,2024-01-01T20:19:00,,BILL-50097
CUST-1075,Andrii Tkachuk,+380671000075,andrii.tkachuk75@example.com,aaa88f12093ddca8064cdb97bf7635d7cd82c94d264121133f79f24e9b645bf1,UA000010000000000000000000151,UAH,43918.82,**** **** **** 1151,BLOCKED,BILL_PAYMENT,285.93,COMPLETED,2024-01-01T20:26:00,,BILL-50098
CUST-1006,Ivan Shevchenko,+380671000006,ivan.shevchenko6@example.com,5c4950c94a3461441c356afa783f76b83b38fd65f730f291403efbcc798acc1f,UA000010000000000000000000014,UAH,65562.34,**** **** **** 1014,ACTIVE,TRANSFER,11138.68,FAILED,2024-01-01T20:33:00,UA000010000000000000000000030,
CUST-1095,Olena Tkachenko,+380671000095,olena.tkachenko95@example.com,b3f20ff60a6e1eda26f8c412e7173c7ee7f5b3a1124b87a38d3deb63274c1a61,UA000010000000000000000000191,EUR,76679.9,**** **** **** 1191,ACTIVE,TRANSFER,7169.88,COMPLETED,2024-01-01T20:40:00,UA000010000000000000000000132,
CUST-1075,Andrii Tkachuk,+380671000075,andrii.tkachuk75@example.com,aaa88f12093ddca8064cdb97bf7635d7cd82c94d264121133f79f24e9b645bf1,UA000010000000000000000000152,EUR,89265.93,**** **** **** 1152,BLOCKED,TRANSFER,6807.48,PENDING,2024-01-01T20:47:00,UA000010000000000000000000158,
CUST-1005,Dmytro Shevchenko,+380671000005,dmytro.shevchenko5@example.com,0eeac8171768d0cdef3a20fee6db4362d019c91e10662a6b55186336e1a42778,UA000010000000000000000000012,UAH,28575.97,**** **** **** 1012,ACTIVE,BILL_PAYMENT,6897.74,PENDING,2024-01-01T20:54:00,,BILL-50102
CUST-1007,Sofiia Koval,+380671000007,sofiia.koval7@example.com,1526f5e0e31d42fe1c3664ce923ac22ac1333417a90b32043797ac454cd03112,UA000010000000000000000000016,UAH,41234.99,**** **** **** 1016,BLOCKED,BILL_PAYMENT,12717.11,COMPLETED,2024-01-01T21:01:00,,BILL-50103
CUST-1087,Iryna Bondarenko,+380671000087,iryna.bondarenko87@example.com,4a2efe616f41f27f583d7e1e628a7b019f2b2603677ae0216d14559eefb83975,UA000010000000000000000000176,UAH,22422.08,**** **** **** 1176,BLOCKED,TRANSFER,7379.52,COMPLETED,2024-01-01T21:08:00,UA000010000000000000000000019,
CUST-1010,Dmytro Koval,+380671000010,dmytro.koval10@example.com,b35892cb8b089e03e4420b94df688122a2b76d4ad0f8b94ad20808bb029e48a5,UA000010000000000000000000021,UAH,19799.89,**** **** **** 1021,ACTIVE,BILL_PAYMENT,9144.05,PENDING,2024-01-01T21:15:00,,BILL-50105
CUST-1016,Sofiia Tkachenko,+380671000016,sofiia.tkachenko16@example.com,f0c28ba3fd9e0dcdcd0470acfcb98cc5a58d7d93422dbbefb930455ef714c87d,UA000010000000000000000000033,EUR,64904.58,**** **** **** 1033,BLOCKED,BILL_PAYMENT,9383.55,FAILED,2024-01-01T21:22:00,,BILL-50106
CUST-1070,Maksym Melnyk,+380671000070,maksym.melnyk70@example.com,44b6dadf9835ff29d5342da14dfaf76e3d828081a1704b131baa355f950e6047,UA000010000000000000000000141,EUR,3542.16,**** **** **** 1141,BLOCKED,BILL_PAYMENT,5744.52,FAILED,2024-01-01T21:29:00,,BILL-50107
CUST-1067,Andrii Tkachuk,+380671000067,andrii.tkachuk67@example.com,8a110e75a8142ab756babe02160548ed6c254ae3fd931b297aa4edba91065732,UA000010000000000000000000136,EUR,16085.85,**** **** **** 1136,ACTIVE,BILL_PAYMENT,6833.05,FAILED,2024-01-01T21:36:00,,BILL-50108
CUST-1055,Sofiia Koval,+380671000055,sofiia.koval55@example.com,d6f7adababfd90706cc787591cdaf547f91d53abcb9008a180d90fc3d4f651e2,UA000010000000000000000000111,EUR,8977.19,**** **** **** 1111,ACTIVE,TRANSFER,11906.79,PENDING,2024-01-01T21:43:00,UA000010000000000000000000168,
CUST-1083,Sofiia Bondarenko,+380671000083,sofiia.bondarenko83@example.com,dd76076f40644e9e57f7459bfc37b2ef8b7084bda5a3127c24a62c86dd45eb0b,UA000010000000000000000000167,USD,79500.35,**** **** **** 1167,ACTIVE,TRANSFER,6479.55,PENDING,2024-01-01T21:50:00,UA000010000000000000000000106,
CUST-1043,Sofiia Shevchenko,+380671000043,sofiia.shevchenko43@example.com,db9aa0719dbf5cac40e44b268042014e9bc28b4134df9051a35f8c64f6603b6f,UA000010000000000000000000087,EUR,83538.79,**** **** **** 1087,BLOCKED,BILL_PAYMENT,6011.02,FAILED,2024-01-01T21:57:00,,BILL-50111
CUST-1012,Andrii Shevchenko,+380671000012,andrii.shevchenko12@example.com,fdac810d0c09f25c5ddcee9976ab1f1ae1973dba7c65152d95b0937bc2a6c883,UA000010000000000000000000025,UAH,96117.11,**** **** **** 1025,ACTIVE,BILL_PAYMENT,6430.12,FAILED,2024-01-01T22:04:00,,BILL-50112
CUST-1032,Kateryna Koval,+380671000032,kateryna.koval32@example.com,451a8149ebd58dbd064e3337c6de5d4f4bb08cd70bbbd48d62a205bd706b6bb0,UA000010000000000000000000066,USD,31213.9,**** **** **** 1066,ACTIVE,BILL_PAYMENT,14306.21,FAILED,2024-01-01T22:11:00,,BILL-50113
CUST-1060,Dmytro Bondarenko,+380671000060,dmytro.bondarenko60@example.com,598ed9422e3d9c328f48cafc2c66a66a3d393b64290f7741d60e6e22c03ca031,UA000010000000000000000000122,EUR,68235.05,**** **** **** 1122,BLOCKED,TRANSFER,1413.81,PENDING,2024-01-01T22:18:00,UA000010000000000000000000024,
CUST-1055,Sofiia Koval,+380671000055,sofiia.koval55@example.com,d6f7adababfd90706cc787591cdaf547f91d53abcb9008a180d90fc3d4f651e2,UA000010000000000000000000111,EUR,8977.19,**** **** **** 1111,ACTIVE,TRANSFER,11181.61,COMPLETED,2024-01-01T22:25:00,UA000010000000000000000000034,
CUST-1071,Ivan Tkachuk,+380671000071,ivan.tkachuk71@example.com,a06afaf373a81a1bcd1641fdd0f8b9c2c0d7104171abafbd80d11e933a9c6a13,UA000010000000000000000000143,USD,94205.59,**** **** **** 1143,ACTIVE,TRANSFER,8817.65,FAILED,2024-01-01T22:32:00,UA000010000000000000000000144,
CUST-1042,Kateryna Shevchenko,+380671000042,kateryna.shevchenko42@example.com,de3543c757d459090b9adaf9a80a54d54724a0f1600d4c77d6017dde58cf1189,UA000010000000000000000000085,EUR,75065.32,**** **** **** 1085,ACTIVE,TRANSFER,6191.59,FAILED,2024-01-01T22:39:00,UA000010000000000000000000193,
CUST-1054,Dmytro Tkachenko,+380671000054,dmytro.tkachenko54@example.com,db383db8666c1c7f372e49b801a0405e0dd4193ab772163521b16e78879fa334,UA000010000000000000000000109,USD,44547.39,**** **** **** 1109,BLOCKED,TRANSFER,14527.56,FAILED,2024-01-01T22:46:00,UA000010000000000000000000080,
CUST-1045,Andrii Shevchenko,+380671000045,andrii.shevchenko45@example.com,64bf83fcf172a284e3db6b4cc76bb175184ee9dd57e77f0421e3e401ea3858e0,UA000010000000000000000000091,EUR,9394.76,**** **** **** 1091,BLOCKED,TRANSFER,8689.88,PENDING,2024-01-01T22:53:00,UA000010000000000000000000040,
CUST-1084,Olena Shevchenko,+380671000084,olena.shevchenko84@example.com,11ee91bdbb90b967d18e45226bd3bc17d72a85a4486315b3568d070722445fe1,UA000010000000000000000000169,USD,66732.04,**** **** **** 1169,BLOCKED,BILL_PAYMENT,3402.46,PENDING,2024-01-01T23:00:00,,BILL-50120
CUST-1044,Kateryna Melnyk,+380671000044,kateryna.melnyk44@example.com,147eb7dd0f4c59120be8adb20f9dc4d4a0ccb27a0d48d7546dfa171dd980f075,UA000010000000000000000000090,EUR,47845.43,**** **** **** 1090,ACTIVE,BILL_PAYMENT,1767.54,COMPLETED,2024-01-01T23:07:00,,BILL-50121
CUST-1073,Maksym Bondarenko,+380671000073,maksym.bondarenko73@example.com,25ac9b17f8113ceda4e3b18b639ac0c5821fa6cf61e31a4b2cafec4573b89522,UA000010000000000000000000147,EUR,78480.9,**** **** **** 1147,BLOCKED,TRANSFER,12117.96,FAILED,2024-01-01T23:14:00,UA000010000000000000000000197,
CUST-1079,Kateryna Melnyk,+380671000079,kateryna.melnyk79@example.com,f46c534ea1cb330122334be00303592a10bcbbc238d1b11e1b498d4486d13755,UA000010000000000000000000160,USD,3841.3,**** **** **** 1160,BLOCKED,TRANSFER,9154.47,FAILED,2024-01-01T23:21:00,UA000010000000000000000000178,
CUST-1034,Sofiia Tkachuk,+380671000034,sofiia.tkachuk34@example.com,94cd5db06baf087fd56c0042adc1deb162d271acfb8b3eb0277069517998d489,UA000010000000000000000000069,USD,35763.47,**** **** **** 1069,BLOCKED,TRANSFER,2747.22,FAILED,2024-01-01T23:28:00,UA000010000000000000000000196,
CUST-1039,Iryna Melnyk,+380671000039,iryna.melnyk39@example.com,099646084abbbc2c403c480bea87e7de23ce18db73a3e28251effef3ed49f1ea,UA000010000000000000000000080,EUR,32077.65,**** **** **** 1080,ACTIVE,BILL_PAYMENT,5297.8,PENDING,2024-01-01T23:35:00,,BILL-50125
CUST-1018,Dmytro Shevchenko,+380671000018,dmytro.shevchenko18@example.com,b99ddd77e59c96b13b64b3abe1902db4c0a76dabf8622aa6c71f8f5670be6625,UA000010000000000000000000037,UAH,93392.68,**** **** **** 1037,ACTIVE,BILL_PAYMENT,1090.3,FAILED,2024-01-01T23:42:00,,BILL-50126
CUST-1081,Kateryna Tkachenko,+380671000081,kateryna.tkachenko81@example.com,7137bc5132a11c4937a830c4f594a551b18d0764f66f8478de3db48377f2b611,UA000010000000000000000000163,EUR,2004.96,**** **** **** 1163,ACTIVE,TRANSFER,1421.78,FAILED,2024-01-01T23:49:00,UA000010000000000000000000056,
CUST-1048,Iryna Melnyk,+380671000048,iryna.melnyk48@example.com,ffe4daf45af0e803fbe1fba2de5c7f7644f30b71ddb082100779d7884e0291c2,UA000010000000000000000000097,EUR,69939.07,**** **** **** 1097,BLOCKED,BILL_PAYMENT,6832.0,PENDING,2024-01-01T23:56:00,,BILL-50128
CUST-1047,Kateryna Koval,+380671000047,kateryna.koval47@example.com,dbb70b94b6b192a1085e8056872daa4eb24002d47c82e88b1323f1a5882567ba,UA000010000000000000000000095,USD,61516.12,**** **** **** 1095,ACTIVE,BILL_PAYMENT,10837.86,FAILED,2024-01-02T00:03:00,,BILL-50129
CUST-1076,Sofiia Koval,+380671000076,sofiia.koval76@example.com,55e315face2c7bcfc4b1d43be3a863e3bbb565ad3dafe30a9dd45b51b190be9d,UA000010000000000000000000153,EUR,16146.12,**** **** **** 1153,ACTIVE,TRANSFER,13255.97,PENDING,2024-01-02T00:10:00,UA000010000000000000000000041,
CUST-1096,Ivan Bondarenko,+380671000096,ivan.bondarenko96@example.com,38ee64c8e2536e41e2543266f6a5216747b24c8b8ada7d5f7cfba8b1e80752fb,UA000010000000000000000000194,USD,57294.32,**** **** **** 1194,ACTIVE,TRANSFER,10125.83,COMPLETED,2024-01-02T00:17:00,UA000010000000000000000000114,
CUST-1084,Olena Shevchenko,+380671000084,olena.shevchenko84@example.com,11ee91bdbb90b967d18e45226bd3bc17d72a85a4486315b3568d070722445fe1,UA000010000000000000000000170,USD,55793.82,**** **** **** 1170,BLOCKED,BILL_PAYMENT,7310.64,COMPLETED,2024-01-02T00:24:00,,BILL-50132
CUST-1053,Dmytro Bondarenko,+380671000053,dmytro.bondarenko53@example.com,f75b853a4521962ca5d349e4ca4cb69dce2dbfef61731cb9d14f1f2f1b6499fe,UA000010000000000000000000107,USD,75425.9,**** **** **** 1107,BLOCKED,BILL_PAYMENT,3272.76,FAILED,2024-01-02T00:31:00,,BILL-50133
CUST-1014,Dmytro Tkachenko,+380671000014,dmytro.tkachenko14@example.com,b78f24953963ac5ed773d6ec83120e3b1a65510201dc09ed2ed9e9781ba88870,UA000010000000000000000000030,USD,66079.94,**** **** **** 1030,BLOCKED,BILL_PAYMENT,6477.21,COMPLETED,2024-01-02T00:38:00,,BILL-50134
CUST-1086,Maksym Koval,+380671000086,maksym.koval86@example.com,3c0c8e2f0527574ed275f4fc831af606b283370490f9c39c7389fb5d16dd6ac8,UA000010000000000000000000174,EUR,20065.85,**** **** **** 1174,ACTIVE,BILL_PAYMENT,7927.66,COMPLETED,2024-01-02T00:45:00,,BILL-50135
CUST-1005,Dmytro Shevchenko,+380671000005,dmytro.shevchenko5@example.com,0eeac8171768d0cdef3a20fee6db4362d019c91e10662a6b55186336e1a42778,UA000010000000000000000000012,UAH,28575.97,**** **** **** 1012,ACTIVE,TRANSFER,5959.19,FAILED,2024-01-02T00:52:00,UA000010000000000000000000015,
CUST-1000,Olena Shevchenko,+380671000000,olena.shevchenko0@example.com,cb71cd3f59909532b783257f5f97d0502af258231f9d17cbe762799c0bb4a0f6,UA000010000000000000000000002,UAH,86103.9,**** **** **** 1002,ACTIVE,TRANSFER,4556.22,PENDING,2024-01-02T00:59:00,UA000010000000000000000000197,
CUST-1017,Olena Shevchenko,+380671000017,olena.shevchenko17@example.com,4a6b7fa040bcfc734a113fee84d3789c0a626d70d029afad0d1c3e7b6c562e14,UA000010000000000000000000036,UAH,54225.81,**** **** **** 1036,BLOCKED,BILL_PAYMENT,4377.23,PENDING,2024-01-02T01:06:00,,BILL-50138
CUST-1000,Olena Shevchenko,+380671000000,olena.shevchenko0@example.com,cb71cd3f59909532b783257f5f97d0502af258231f9d17cbe762799c0bb4a0f6,UA000010000000000000000000002,UAH,86103.9,**** **** **** 1002,ACTIVE,BILL_PAYMENT,11217.86,PENDING,2024-01-02T01:13:00,,BILL-50139
CUST-1016,Sofiia Tkachenko,+380671000016,sofiia.tkachenko16@example.com,f0c28ba3fd9e0dcdcd0470acfcb98cc5a58d7d93422dbbefb930455ef714c87d,UA000010000000000000000000034,USD,92972.81,**** **** **** 1034,ACTIVE,BILL_PAYMENT,8012.11,PENDING,2024-01-02T01:20:00,,BILL-50140
CUST-1064,Andrii Bondarenko,+380671000064,andrii.bondarenko64@example.com,51031e17ce0a58242bf97f01a2883d077c6dd21f22674ee500dbfb60228851e7,UA000010000000000000000000129,USD,34412.55,**** **** **** 1129,BLOCKED,BILL_PAYMENT,1127.53,FAILED,2024-01-02T01:27:00,,BILL-50141
CUST-1005,Dmytro Shevchenko,+380671000005,dmytro.shevchenko5@example.com,0eeac8171768d0cdef3a20fee6db4362d019c91e10662a6b55186336e1a42778,UA000010000000000000000000011,EUR,45412.74,**** **** **** 1011,BLOCKED,BILL_PAYMENT,330.19,PENDING,2024-01-02T01:34:00,,BILL-50142
CUST-1040,Andrii Tkachuk,+380671000040,andrii.tkachuk40@example.com,d88a53cd8ffe65ab18d2c62882479559aa781642ce7a8d340b22fc0a637b0359,UA000010000000000000000000081,EUR,90104.64,**** **** **** 1081,BLOCKED,BILL_PAYMENT,8622.33,FAILED,2024-01-02T01:41:00,,BILL-50143
CUST-1081,Kateryna Tkachenko,+380671000081,kateryna.tkachenko81@example.com,7137bc5132a11c4937a830c4f594a551b18d0764f66f8478de3db48377f2b611,UA000010000000000000000000164,UAH,24894.25,**** **** **** 1164,BLOCKED,BILL_PAYMENT,4378.25,COMPLETED,2024-01-02T01:48:00,,BILL-50144
CUST-1002,Sofiia Koval,+380671000002,sofiia.koval2@example.com,1ba3d16e9881959f8c9a9762854f72c6e6321cdd44358a10a4e939033117eab9,UA000010000000000000000000006,UAH,10338.25,**** **** **** 1006,BLOCKED,BILL_PAYMENT,2619.5,FAILED,2024-01-02T01:55:00,,BILL-50145
CUST-1058,Maksym Tkachuk,+380671000058,maksym.tkachuk58@example.com,daa7c4bc3f1506b52b2bcc7864db9a96aee3ec1a8a68b29c5db60de1f8a6918b,UA000010000000000000000000118,USD,30562.65,**** **** **** 1118,BLOCKED,BILL_PAYMENT,1367.54,PENDING,2024-01-02T02:02:00,,BILL-50146
CUST-1031,Andrii Melnyk,+380671000031,andrii.melnyk31@example.com,3b3ad733c8571384c133694595c33d96c638b36f08a484bd0ad38bf312fdb294,UA000010000000000000000000063,USD,16760.59,**** **** **** 1063,ACTIVE,BILL_PAYMENT,8853.63,FAILED,2024-01-02T02:09:00,,BILL-50147
CUST-1010,Dmytro Koval,+380671000010,dmytro.koval10@example.com,b35892cb8b089e03e4420b94df688122a2b76d4ad0f8b94ad20808bb029e48a5,UA000010000000000000000000021,UAH,19799.89,**** **** **** 1021,ACTIVE,BILL_PAYMENT,13064.34,FAILED,2024-01-02T02:16:00,,BILL-50148
CUST-1043,Sofiia Shevchenko,+380671000043,sofiia.shevchenko43@example.com,db9aa0719dbf5cac40e44b268042014e9bc28b4134df9051a35f8c64f6603b6f,UA000010000000000000000000087,EUR,83538.79,**** **** **** 1087,BLOCKED,TRANSFER,5029.38,PENDING,2024-01-02T02:23:00,UA000010000000000000000000020,
CUST-1065,Ivan Tkachuk,+380671000065,ivan.tkachuk65@example.com,3c62426f46ebb414ff53540c6f1af32639c28b434126ae98b9f1651dd5e4fd4a,UA000010000000000000000000131,USD,83656.18,**** **** **** 1131,BLOCKED,TRANSFER,7982.54,PENDING,2024-01-02T02:30:00,UA000010000000000000000000199,
CUST-1044,Kateryna Melnyk,+380671000044,kateryna.melnyk44@example.com,147eb7dd0f4c59120be8adb20f9dc4d4a0ccb27a0d48d7546dfa171dd980f075,UA000010000000000000000000090,EUR,47845.43,**** **** **** 1090,ACTIVE,BILL_PAYMENT,10924.32,FAILED,2024-01-02T02:37:00,,BILL-50151
CUST-1018,Dmytro Shevchenko,+380671000018,dmytro.shevchenko18@example.com,b99ddd77e59c96b13b64b3abe1902db4c0a76dabf8622aa6c71f8f5670be6625,UA000010000000000000000000038,UAH,37583.18,**** **** **** 1038,ACTIVE,TRANSFER,1586.93,COMPLETED,2024-01-02T02:44:00,UA000010000000000000000000051,
CUST-1022,Olena Melnyk,+380671000022,olena.melnyk22@example.com,d0f82756c4d40d20e1fdbc90cf4da4adff02fe23b355687525880514642f764e,UA000010000000000000000000045,USD,60878.15,**** **** **** 1045,BLOCKED,TRANSFER,11415.22,FAILED,2024-01-02T02:51:00,UA000010000000000000000000020,
CUST-1022,Olena Melnyk,+380671000022,olena.melnyk22@example.com,d0f82756c4d40d20e1fdbc90cf4da4adff02fe23b355687525880514642f764e,UA000010000000000000000000046,UAH,69062.22,**** **** **** 1046,BLOCKED,BILL_PAYMENT,6986.1,FAILED,2024-01-02T02:58:00,,BILL-50154
CUST-1097,Sofiia Bondarenko,+380671000097,sofiia.bondarenko97@example.com,7f5106053c87018f57187a0a485dedacb2ef37f08f05ab2313f23217a9ee928b,UA000010000000000000000000195,EUR,96050.77,**** **** **** 1195,ACTIVE,BILL_PAYMENT,10232.95,FAILED,2024-01-02T03:05:00,,BILL-50155
CUST-1082,Sofiia Shevchenko,+380671000082,sofiia.shevchenko82@example.com,ca619acdadd8eb0f598c954031b5f359a2fbd4fe0179eb02acfeab2ad373c999,UA000010000000000000000000165,USD,55962.44,**** **** **** 1165,ACTIVE,BILL_PAYMENT,12970.49,FAILED,2024-01-02T03:12:00,,BILL-50156
CUST-1040,Andrii Tkachuk,+380671000040,andrii.tkachuk40@example.com,d88a53cd8ffe65ab18d2c62882479559aa781642ce7a8d340b22fc0a637b0359,UA000010000000000000000000081,EUR,90104.64,**** **** **** 1081,BLOCKED,TRANSFER,6624.45,COMPLETED,2024-01-02T03:19:00,UA000010000000000000000000114,
CUST-1080,Ivan Shevchenko,+380671000080,ivan.shevchenko80@example.com,a5276c24114971eceb4d5149894034741bcf22825b30c39942ff63007e031956,UA000010000000000000000000162,USD,34693.55,**** **** **** 1162,BLOCKED,BILL_PAYMENT,11955.13,FAILED,2024-01-02T03:26:00,,BILL-50158
CUST-1007,Sofiia Koval,+380671000007,sofiia.koval7@example.com,1526f5e0e31d42fe1c3664ce923ac22ac1333417a90b32043797ac454cd03112,UA000010000000000000000000015,UAH,92710.33,**** **** **** 1015,ACTIVE,BILL_PAYMENT,7634.69,COMPLETED,2024-01-02T03:33:00,,BILL-50159
CUST-1059,Maksym Tkachuk,+380671000059,maksym.tkachuk59@example.com,e5e0e771c99778aef6f0046adb86a3d3e3ede2c68f43aae6b4ee9d498709328b,UA000010000000000000000000119,USD,54283.84,**** **** **** 1119,ACTIVE,BILL_PAYMENT,612.23,COMPLETED,2024-01-02T03:40:00,,BILL-50160
CUST-1036,Olena Bondarenko,+380671000036,olena.bondarenko36@example.com,133f8a05107e5442771c85da3dec70050ae5f3273849326b4a4e2ceaab2ef058,UA000010000000000000000000074,USD,73125.96,**** **** **** 1074,BLOCKED,TRANSFER,9687.76,PENDING,2024-01-02T03:47:00,UA000010000000000000000000158,
CUST-1076,Sofiia Koval,+380671000076,sofiia.koval76@example.com,55e315face2c7bcfc4b1d43be3a863e3bbb565ad3dafe30a9dd45b51b190be9d,UA000010000000000000000000153,EUR,16146.12,**** **** **** 1153,ACTIVE,BILL_PAYMENT,6967.54,FAILED,2024-01-02T03:54:00,,BILL-50162
CUST-1094,Sofiia Koval,+380671000094,sofiia.koval94@example.com,3fdd6e2fcae488c7c7818992ad08249cd0f6576f6ff846bcecaa816e002cde3c,UA000010000000000000000000190,UAH,99397.89,**** **** **** 1190,ACTIVE,TRANSFER,6773.52,FAILED,2024-01-02T04:01:00,UA000010000000000000000000167,
CUST-1024,Andrii Tkachuk,+380671000024,andrii.tkachuk24@example.com,cafdc894eacc597ad76db1a750ccb876d4ed69c73b7d3d23f5e3a9e3b5c9fc2e,UA000010000000000000000000049,UAH,1351.02,**** **** **** 1049,ACTIVE,BILL_PAYMENT,9094.84,FAILED,2024-01-02T04:08:00,,BILL-50164
